label,comment_processed
1,挺 方便 
1,八月 底去 真 真的 应 那句 一山 四季 本来 没有 选择 住 山上 日出日落 下山 时间 晚 偶然 打卡 日落 余晖 云海 翻涌 真的 美 手机 拍 那种 好看 只能 眼睛 看用 脑子 记 
1,非常 不错 价格 优惠 力度 很大 玩 非常 开心 使用方便 会 推荐 朋友 
1,中原 地上 一颗 明珠 特別 十里 画廊 处处 景 黄山 比美 武当山 比险 
0,石像 损坏 太 严重 没有 前 几年 好看 外面 商业街 停车场 景区 隔开 太远 
1,老君山 太美 一路 走来 两侧 风景 漂亮 
1,毕竟 最早 中国 佛家 圣地 值得 一去 
1,先说 说 网络 购票 问题 两种 票 门票 套票 门票 索道 票岁 老人 免 门票 想 网上 单独 预定 索道 票 不行 景区 景色 老君山 十里 画屏 金顶 可看性 累 旁边 两个 沟 追梦谷 白起 诗意 名字 没有 寨 沟 不错 住 寨 沟 旁 民宿 沟 小溪 流水 翠竹 掩映 不错 
1,携程 购时 门票 刷 身份证 进 岁 不用 门票 始建 于北魏 时期 洛阳龙门石窟 密布 伊水 东西 两山 峭壁 讲解员 中 了解 现存 洞窟 龛 造像 万余尊 世界 造像 规模 最大 石刻 艺术 宝殿 可惜 大部份 遭到 破坏 残缺不全 
1,龙门石窟 中国 四大 石窟 坐落 河南省 洛阳市 非常 直得 
0,周围 全是 商铺 卖 旅游 纪念品 商业化 严重 景区 没有 导游 讲解 没什么 趣味 国际 佛殿 苑 世界 公园 放大 可远观 
1,建议 信仰 那种 心中 梦想 第一 阶梯 前往 第二 那种 请 导游 认真 听 深入人心 普通人 真真 感觉 不到 震撼 感觉 走马观花 证明 我来 一眼 有点 自由 感觉 感觉 不看 大佛 河 对岸 香山寺 远距离 隔河 观望 需要 门票 大桥 过去 就行 
1,真的 不错 
1,据说 关林 庙里 关羽 首级 葬于 景区 不大 关公 墓 显得 十分 肃静 
1,白马寺 真的 很大 里面 建筑 很多 好好 看看 
0,白云山 大自然 赋予 天然 氧吧 特别 现在 季节 尤其 适合 避暑 
1,出票 很快 景色 导游 讲 认真 
1,网红 景点 值得 一去 河南 游 
0,气派 宏伟 值得一看 尤其 美术 生 
1,索导 人美 心善 知识 储备 丰富 收益 浅 
0,满意 太坑 下山 正好 碰上 中间 修路 刚铺 沥青 一白鞋 整个 心情 不好 
1,景点 很漂亮 非常 历史 意义 讲解 很棒 适合 过去 游玩 
1,挺 道教 文化 博大精深 
1,白马寺 一座 历史悠久 寺庙 喜欢 感受一下 
1,导游 讲得 太棒了 天 完全 震惊 真的 没想到 好哇 摊上 导游 满满 知识点 真的 不虚此行 一万个 赞 
0,好多 石窟 没有 看看 不错 路程 有点 长 
1,白马寺 创建 东汉 永平 十一年 公元 年 中国 第一 古刹 佛教 传入 中国 兴建 第一座 寺院 尚存 元明清 时所留 古迹 年代 去过 白马寺 感觉 范围 不大 现在 大肆 扩建 过分 
1,景区 环境 干净 绿化 不错 导游 价格 贵 讲解 照本宣科 文物保护 做 应该 每个 景点 增加 二维码 游客 自行 扫码 了解 典故 历史 
1,买 年 卡 现在 挺 优惠 穿 花开 先 好评 
1,文明 古迹 值得 看看 必须 找个 导游 讲解 说 理解 意义 深刻 
1,推荐 一个 景点 风景 太美 山顶 应该 全真道 场 感觉 道教 意境 随缘 请香 佛教 寺庙 商业化 严重 到处 算命 推销 请 最大 注香 不到 二百 主要 景色 值得 一去 两年 地方 变成 网红 打卡 点 
1,总体 超赞 景色 不错 有趣 好玩 性价比 高 
1,观 石窟 听 千年 
0,景区 石窟 佛像 多数 未 修复 残缺 
1,不错 景色 冬天 蛮 冷 山上 
1,非常 满意 对得起 国家森林公园 世界 地质公园 称号 
1,香火 很旺 佛教 发扬光大 佛教 圣地 值得 一去 添加 缅甸 印度 佛教文化 
1,确实 震撼 名不虚传 
1,一次 视觉 盛宴 惊叹 古人 智慧 
1,总体 体验 最大 武则天 佛像 挺 雄伟 
1,清明 洛阳 玩 白马寺 必 景点 白马寺 票价 便宜 很多 本来 犹豫 不要 进 白马寺 路上 堵车 发现 完全 没有 担心 必要 没 时间 
1,晚上 比较 景色 确实 美 
0,三国 感兴趣 游客 必去 景点 整体 面积 不大 保有 不少 明清 时期 建筑 古迹 
1,景色 不错 活动 不少 值得 一去 地方 
1,老君山 雪景 美 非常 治愈 人心 不要 想 
1,预定 方便 直接 身份证 入 景区 龙门石窟 震撼 建议 不要 选择 景区 讲解员 旅游 学校 学生 充数 照本宣科 
1,壮观 气势 宏伟 值得一看 天气 热 旅游 人真多 不愧为 中国 四大 石窟 
1,值得 门票 便宜 
1,老君山 风景 名胜区 爬山 微微 累 相对 平缓 山顶 风景 独好 
1,方便快捷 进入 
0,解说词 有点 长 每个 景点 好几分钟 音乐 前奏 解说 慢吞吞 感觉 浪费时间 
1,武圣 关羽 长眠 之地 挺不错 
0,环境优美 夏天 人太多 排队 
1,老君山 景色 美 每年 会 去一趟 今年 赶到 十一 期间 车 多人多 旅游 感受 不太好 当日 阴天 偶尔 小雨 看到 晴天 美感 
1,景点 超级 美 带 两个 孩子 通票 包含 门票 两个 索道 往返 整体 下来 很累 主要 本来 定 一张 老年 票 景点 本月 老年 免 门票 联系 携程 客服 爽快 办理 退票 没有 影响 游玩 心情 挺 推荐 带 孩子 记得 上山 时 孩子 带个 长袖 长裤 会 冷 
1,崇拜 之心 赞叹 非凡 
1,网上 订票 方便 景区 不值 价 
1,免票 真 景色 
1,非常 不错 方便 携程 订票 定 酒店 方便 便宜 质量 高 景点 不错 不愧 市是 五星级 景点 
1,因為 我家 洛陽 我办 年票 感覺 白馬寺 真的 很遠 坐车 两 小时 门口 卖 香 五块 便宜 景点 很多 寺庙 喜欢 缅甸 泰国 太 夸张 有点 假 里面 景色 感觉 挺 适合 玩一 下午 
1,太赞 带 孩子 感受 中国 石窟 文化 惊叹 古人 智慧 手艺 侵略者 盗抢 佛像 头部 感到 愤慨 
1,非常 文化底蕴 
0,最早 引进 佛教 寺庙 文学 发源地 
1,非常 美 推荐 值得 
1,风景 很漂亮 价格 美丽 一点 
1,东西 山 石窟 外 香山寺 白园 值得 
0,为啥 服务 低分 坐 电瓶车 参观 人离 景区 大门口 多远 不能 车进 出入 一堆堆 排队 景区 电瓶车 摆 出入 不想 走路 走 尤其 参观 完走 搞 下课 尤其 参观 完走 不到 班车 挤 好不容易 发现 出租 堵 老远 外面 这太 害人 景区 安排 太 差别 这点 电瓶车 钱 景区 大脸 毕竟 千年 历史 中原 战火纷飞 之地 保持 下来 瑰宝 真心 稀罕 
1,震撼 建议 请 导游 讲解 
1,价格 贵 景色 不错 地方 小人 好多 
1,导游 知识 丰富 讲解 详细 
1,遇到 下雪 上面 可冷来 玩 友友 记得 带 厚 一点 衣服 分为 两趟 缆车 第一趟 建议 往返 第二趟 选择 爬上去 回来 坐 缆车 景色 不错 
1,历史 文化 
1,漂亮 一座 寺院 规模 非常 
1,供奉 关帝爷 寺庙 关公 在历史上 影响力 非常 现在 很多 地方 很多 供奉 关公 
1,景色 景色 优美 趣味 趣味十足 
0,感受 千年 古刹 充满 神秘 气息 佛教 圣地 
0,遇到 景区 电瓶车 司机 集体 罢工 景区 交通 瘫痪 不好 
1,挺 千年 古刹 
1,位于 河南省 洛阳市 近郊 著名 旅游景点 秋季 正 当时 空气清新 自然 
0,没有 景色 可言 老君山 相比 差 太远 知道 感觉 像是 公交公司 卖 车票 为生 
1,导游 小丙 全程 一直 高能 输出 讲解 生动 内容 丰富 还给 展示 收集 图片 资料 更好 了解 龙门石窟 历史 一位 专业 认真 可爱 风趣 导游 五星 好评 
1,整个 景区 规划 不错 大气 管理 还行 主要 晚上 住宿 山上 海拔 大概 左右 夏天 超 凉快 开 空调 有时候 开 电热毯 
1,雕刻 非常 恢宏 气势磅礴 导游 服务 必要 历史 需要 解读 
1,景色 名不虚传 壮观 没 去过 一次 
1,讲解 令 旅程 意义 
1,风景秀丽 自然 确实 不错 孩子 喜欢 
1,非常 不错 有山有水 天然 避暑 圣地 
1,这是 中国 第一 古刹 世界 著名 迦蓝 具有 中国 佛教 祖庭 释源 之称 该寺 距今已有 多年 历史 寺 保存 大量 古迹 遗址 文物 弥足珍贵 
1,壮观 值得 一去 
1,值得 里面 东南亚 风格 寺庙 享受 出国游 值 回 票价 
1,远处 人间 惊鸿 
1,疫情 期间 发生 紧急事件 景区 处理 非常 满意 老君山 美 夜景 尤为 漂亮 河南人 实在 看到 路上 老人 身体 抱恙 很多 帮忙 
1,景色 不错 壮观 值得 每年 一次 
1,景区 内车 挺 方便 
1,洛阳 绝对 不能 错过 白马寺 中国 首个 官办 寺庙 佛教 祖庭 历史悠久 寺庙 出名 以外 大名鼎鼎 大唐 丞相 狄仁杰 墓 中国 第一座 佛塔 齐云塔 来到 会 不虚此行 
1,值得 一去 先去 玩 白马寺 来到 龙门石窟 游玩 天气 热 五一 期间 非常 多以 伊河 为界 分为 东山 西山 石窟群 西山 石窟群 多而全 精华 做 西山 不愧为 世界级 文化遗产 玩 细致 走 一大 圈 下来 真是 轻松 游船 观景 门票 微信 购买 扫 二维码 进入 快捷 方便 需要 排队 买票 微信 关注 讲解 这点 非常 
1,河南省 级 景区 白云山 真是 名不虚传 景美 玉皇顶 日出 森林 氧吧 空气 陶醉 服务 交通车 忙 中 有序 调度 工作人员 淳朴 热情 态度 玩 舒心 最后 住 好云栈 酒店 性价比 高 位置 出行 方便 设施 住 舒服 满意 一次 旅行 白云山 点赞 
0,有点 失望 大多数 石雕 被盗 走 毁损 好像 没有 一个 完整 石像 最大 石像 震撼 完整 少 双手 大佛 头部 保存 不错 洛阳 打个 卡 还行 景区 乘坐 游览车 直接 到达 石窟 门口 比较 方便 
1,寺庙 发源地 现代 异国 风情 建筑 
1,讲解 风趣 内涵 人文景观 缺失 讲解 确实 走马观花 一簇 
1,千年 古刹 白马 取经 值得 推荐 
0,保护 有点 差 游览 秩序 有点 杂乱 团 讲解 相互 打扰 不说 散客 团队 感觉 杂乱 好多 窟 空着 蛮 遗憾 
1,白马寺 香火 很旺 风景 不愧 中华 第一 古刹 门票 贵 性价比 高 
1,总体 感觉 不错 方便快捷 多多益善 
1,十一 景色 走路 走 非常 远 索道 下来 走 一个半 小时 山顶 累人 
1,非常 
0,使用 大师 语音 讲解 方便 不愧 位于 中国 第一 古刹 佛教 传入 中国 重要 文化 传播 地寺 内不大 重要 历史 价值 
1,出行 洛阳 特别 满意 特别 龙门石窟 之旅 马丹阳 老师 很棒 带 细致 观察 西山 石窟 来到 听 讲解 真的 不行 听 觉得 不虚此行 真的 感觉 丹阳 老师 热爱 石窟 指导 拍 出 好看 照片 分享 龙门 老照片 学到 很多 
1,十一月份 有点 冷 九龙 瀑布 不错 美得 画 玉皇顶 真是 高 一个 字累 
1,白马寺 始建 东汉 永平 十一年 公元 年 佛教 传入 我国 第一座 官府 建造 寺院 历来 尊为 中国 佛教 祖庭 释源 据传 寺名 白马 负经 典故 白马寺 屡经 战乱 数度 重建 如今 白马寺 面积 步行 游览 全 景区 完全 没有 问题 游客 山门 进去 寺 山门 明代 所建山 门外 两旁 石雕 马是 宋代 遗物 寺 现有 五 重大 殿 坐落 一条 中轴线 主殿 第二重 殿 大佛殿 做法 事 主要 场所 第三重 殿 大雄殿 摆放着 白马寺 镇 寺 之宝 中国 仅存 元代 夹 干漆 造像 殿内 尊 元代 夹 干漆 造像 形态各异 全都 丝麻 制成 尊重 量 仅 公斤 元代 多年 未经 修缮 仍然 色彩 如新 白马寺 中 保存 唐代 历代 碑碣 余座 元代 书法家 赵孟頫 手书 洛京 白马寺 祖庭 记 最为 珍贵 山门 东侧 景区 三座 墓地 值得一看 摄摩腾 法兰 两位 印度 高僧 墓地 山门 东西 两侧 宰相 狄仁杰 墓地 一个 说法 狄仁杰 之墓 中 埋葬 狄 大人 武则天 面首 薛怀义 薛怀义 曾经 做过 白马寺 主持 
1,景色 峻 美 遗存 丰富 价格不菲 
1,携程 旅游 无忧 价优 无需 排队 
1,太好了 太 好玩 真是太 好玩 非常 非常 好玩 好像 玩 一次 真是 太好了 太好了 太 好玩 真是太 好玩 非常 非常 好玩 好像 玩 一次 真是 太好了 太好了 太 好玩 真是太 好玩 非常 非常 好玩 好像 玩 一次 真是 太好了 
1,伟大 震撼 值得 多次 游玩 赶紧 行动 起来 
1,去过 多次 著名 旅游景点 景色宜人 千年 古寺 不错 
1,高 老师 讲解 非常 细致 通俗易懂 带 小朋友 白马寺 建议 预订 讲解 学到 书本 上学 不到 知识 包团 预订 非常 划算 
1,中国 第一座 寺庙 非常 值得 推荐 
0,非常 值得 石雕 震撼 古代 雕刻 艺术 展示 淋漓尽致 值得 一去 建议 点 以后 太阳 落山 会 晒 
1,好玩 不错 不错 
1,白马寺 中原 佛教 第一 大名 寺 香火 旺盛 门票 有点 贵 游人 比较 
0,休息 落脚 地方 很少 大门 走进 久 
1,景色 优美 管理 规范 
1,值得 推荐 景色 不错 体验 有趣 好玩 
1,比较 大佛 震撼 休息 座位 很多 
0,老君山 不愧 老君山 特别 赞 景区 干净 景色 太 震撼 下次 还会 
1,赶上 下雪 爬山 满山 雾凇 景 美 每个 季节 欣赏 美景 感觉 总体 超赞 性价比 高 景色 不错 
1,已经 景区 达到 听 扫码 快速 了解 龙门石窟 旅游 信息 进门 非常 便捷 不愧 危急 景区 一大早 熙熙攘攘 来看 体验 感 非常 服务 非常 到位 
1,十里 画屏 景色 非常 不错 行走 栈道 栈道 平缓 爬 总体 不费 体力 两段 缆车 选择 坐 缆车 游览 景色 耽误 
1,景色 不错 总体 超赞 有趣 好玩 
1,仰望 老君山 高大 巍峨 一片 苍翠 老君山 秦岭 八百里 伏牛山 主峰 海拔 米 西周时期 守藏室 史 李耳到 归隐 修炼 道教 尊 太上老君 称 老子 唐太宗 名为 老君山 老君山 距离 栾川县 城 几公里 今上 山雨 只得 乘坐 索道 爬 几个 小时 山 乐趣 上山 一直 下雨 景色 奇绝 十里 画屏 时隐时现 黄山 张家界 媲美 峰林 奇松 若有若无 比肩 武当 金顶 大殿 雾气 重重 真是 无奈 景观 遮掩 可有可无 心中 暗暗 意 一定 
1,旅行 意义 逃避 艳遇 放松 心情 更 炫耀 洗一洗 身体 灵魂 换 一种 新 眼光 一种 生活 方式 生命 增加 一种 可能性 
1,好玩 中国 第一座 官方 承认 寺庙 
1,白云山 嵩县 境内 国家森林公园 景区 比较 需要 安排 至少 两天 时间 吃饭 住宿 交通车 缆车 方便 景区 酒店 提前 预订 节假日 基本 满房 住 游客 中心 附近 农家 宾馆 条件 稍微 差 
0,鬼斧神工 老祖宗 智慧 不得不 佩服 直接 经受 战火 洗礼 战争 挖走 很多 佛像 希望 以后 世界 和平 远离 战争 
1,河南 洛阳 数一数二 年头 大庙 路过 一定 拜 一拜 
1,总体 超赞 超级 漂亮 
0,老君山 景区 风景秀丽 山顶 恢宏 壮丽 住 半山腰 酒店 早上 起来 听到 鸟鸣 惬意 
1,参加 大象 师说 拼团 解说员 耐心 细致 讲解 详尽 有趣 
1,景点 讲解 带 地图 这点 非常 地图 了解 具体 景点 讲解 十分 详细 少 一点 趣味性 
1,老君山 道教 道祖 太上老君 道场 登上 金顶 大罗 重天 俯瞰 人间 之感 美不胜收 绝对 第一 圣境 
1,宁静 古刹 虔诚 信徒 人少 悠然 走 下午 路 公交 直达 下车 后会 卖 香 大妈 团团围住 买 说 带你去 香 免费 开光 谨慎 
0,带 孩子 体验 爬山 老君山 风景区 绝对值 特别 索道 米 以下 儿童 全免 栾川县 政府部门 工作 做 相当 到位 重要 感谢 携程网 带来 方便 门票 酒店 携程网 上订 超值 赞赞赞 
1,关林庙 位于 河南省 洛阳市 城南 七 公里 关林镇 武圣 关羽 葬首 我国 唯一 林庙 合祀 古代 经典 建筑 始建 汉代 
1,山 高 爬 山顶 云海 婉茹 仙境 
1,非常 值得 一去 
0,不值 门票 钱 
1,神奇 神庙 庙里 白马 主要 许愿 特别 灵 试试 
1,风景 秀美 正好 遇到 下雪 银装素裹 分外妖娆 体力 选择 第一段 索道 第二段 沿途 风景 不错 坡度 平缓 山顶 寒风刺骨 
1,洛阳 旅游景点 特别 很多 不同 地方 
1,景色 趣味 性价比 
0,解说 非常 到位 将近 小时 辛苦 
1,九龙 大峡谷 比较 陡峭 瀑布 众多 建议 走 谷底 索道 返回 玉皇顶 建议 索道 往返 单程 玉皇顶 直接 两个 景区 服务 很少 见到 工作人员 标识 算清楚 
0,景色 景色宜人 趣味 一般般 挺 有意思 
1,主要 体验 文化 
1,世界遗产 值得 一去 
1,一个 位于 河南 洛阳 天下第一 寺院 
0,冒雨 游览 老君山 游人如织 听说 参加 高考 学子 准考证 免 门票 雨雾 朦胧 远景 看不清 游 兴致 盎然 山顶 爬 一览 老子 当年 修炼 道观 
1,带领 参观 白马寺 导游 老师 讲解 清楚 耐心 了解 第一 古刹 历史 背后 故事 老师 专业 石碑 大殿 内容 讲 详细 拜佛 了解 寺庙 历史 典故 非常 满意 
1,原价 网购 性价比 如对 三国演义 有荣后 兴趣 看看 
1,去年 一次 人间仙境 今年 忙 闲暇 余 重温 一下 世外桃源 居 故友 梦 起舞 悠哉 特别 金殿 金光闪闪 觉得 人见 梦镜 
0,有点累 
1,新盖 几个 寺庙 看点 不同 风格 
1,白马寺 一座 历史 非 日常 悠久 古 寺庙 这座 寺庙 建造 宋朝 时期 算算 已经 一千多年 历史 白马寺 意义 重大 认为 中国 佛教 发源地 
1,亮点 众所周知 赘述 提醒 一句 牡丹 最好 不要 月 人太多 堵车 
1,河南省 洛阳市 白马寺 历史 最长 佛教 圣地 
1,上次 没 夜景 应该 别有 一番 韵味 
1,景色 美丽 下次 
1,郑小辉 导游 负责 认真 专业 讲解 耐心 点赞 大热天 尽职尽责 知识面 很广 非常 推荐 
1,没有 太大 乐趣 个人 想象 中 
1,景色 非常 赞 我想 问下 摆渡 车是 会事 分段 计价 太 一个 电瓶车 分段 计价 半截 换 一家 收费 吃香 不想 太好了 
1,十里 画屏 风景 美 慢慢 登顶 
1,不错 地方 每年 回去 
0,团购 酒店 附赠 门票 门票 一百块 第一站 一个 悬空 玻璃 桥 一百块 体验 感 现在 很多 大小 景区 这种 玻璃 桥 索性 没上去 反正 爬山 绕个 路 爬 两步 山顶 景色 自然 不用 过多 言语 真美 为啥 每座 山顶 一个 金殿 没 创意 临近 过年 酒店 一个 白云 环境 服务 菜品 不错 季节 秃山 山路 十八弯 真的 刺激 开车 司机 注意安全 
1,教师 资格证 半 价值 一游 
1,白马寺 洛阳 著名 寺庙 始建 东汉 年间 不错 地方 重点 文物保护 单位 
1,河南省 洛阳市 中国 历史 文化名城 自然 风光秀丽 历史 文化 遗存 众多 中国 著名 旅游 城市 
1,值得 一去 山顶 美 白云 穿过 身边 感觉 奇妙 晚上 过夜 穿厚 一点 山上 凉快 晚上 会 冷 最好 备足 水 吃 山上 泡面 一碗 元水 一瓶 块 
0,环境 不错 前面 一条 河 场面 蛮 震撼 游客 中心 走 景点 地方 太长 里面 矿泉水 要元 一瓶 地面 马路 想不通 收元 山上 
1,非常 漂亮 美丽 地方 风景如画 交通 非常 方便 玩哇 不错 
1,体验 有趣 好玩 
1,景色 不错 美 唯一 缺陷 十里 画屏 围栏 太 危险 小孩儿 不太 安全 景色 不错 
1,游船 体验 很棒 一个 角度看 卢舍那 大佛 美且 西山 石窟 全景 游览 
1,里面 异国 风情 建筑 非常 值得一看 
1,佛教 胜地 历史悠久 洛阳 代表 
1,远 赴 人间 惊鸿 宴 一睹 老君 盛世 颜 古城 行四 洛阳 栾川 老君山 著名 道教 名山 传说 中 老子 归隐 修炼 地方 道教 主流 全真 派 圣地 主要 风景 太 美 十里 画廊 云景 天道 人间仙境 山上 温度 度 穿 披肩 有点 冷时 云时 雨 时雾 走 迷糊 可能 忘记 
1,绝 美的 古迹 相当 震撼 单独 旅游 非常 方便 龙门 站 下车 十几块 钱 
0,没有 水 全是 污水 人造 玉皇 圣水 一口 干枯 坑 景点 看见 一个 石头 起个 名字 真是 服 一辈子 不会 排队 排 几个 小时 
1,中国 一坐 历史悠久 寺 里面 很大 请 导游 了解 不了 里面 历史 文化 
1,人文景观 历史 智能 讲解 效果 花请 人工 讲解 
1,有幸 遇见 小丙 老师 优秀 讲者 真心 热爱 历史 弘扬 伟大 文化 值得尊敬 谢谢 
1,包含 门票 一个 人元 导游 费 说 说 师 说 级别 龙门 景色 很赞 出 景区 路上 体验 一把 落霞与孤鹜齐飞 秋水共长天一色 美景 手慢 没 拍 孤鹜 
1,风景优美 独特 秋高气爽 心旷神怡 
0,略 坑略 坑略 坑 
1,很小 去过 一次 记忆 尤深 机会 一定 看看 
1,赶上 天气 不错 时间 欣赏 美景 景色 不错 值得 推荐 体验 蓝天白云 云山 雾海 仙气 飘飘 网上 预订 不用 出票 刷 身份证 进入 方便 
1,爬 爬山 不错 
1,历史 文化底蕴 深厚 
1,山美水清 休闲 度假 好去处 其实 几天 天热 更 美 避暑 地方 玻璃 栈道 值得 一去 强烈推荐 
1,风景 索道 花钱 真的 不少 两次 分开 索道 
1,索导 专业 娓娓道来 谢谢 龙门 受益匪浅 
1,山上 山下 温差 很大 索道 上山 走 十里 画廊 基本上 悬空 栈道 景色 不错 山顶 修建 大殿 有点 梵净山 感觉 景区 不少 民宿 住 
1,挺不错 位置 方便 
0,总体 国庆 快 结束 很多 行程 安排 有点 急 安置 第一天 下午 玩 森林 氧吧 晚饭 对面 饭馆 吃 挺 便宜 太贵 第二天 白天 早上 早点 起来 爬山 俩 个人 爬 黄山 两个 小时 快 一个 小时 玉皇顶 景观 没得说 真的 真的 云海 交通 不是太好 洛阳 班车 太 时间 把握 总体 值得 一去 
1,资深 讲解员 真的 没话说 历史 讲述 细致 易懂 全面 钱花 太值 
1,多年 前来 一次 龙门石窟 朋友 起来 晚上 灯光 秀 可惜 卢舍那 佛 主灯 没有 开 
1,景区 规模 游览 用时 半天 即可 主要 参观 隋唐 时期 留下 石窟 石像 了解 古代人 信仰 意义 
1,白马寺 始建 东汉 中国 最早 官方 寺庙 洛阳 代表性 景点 
1,枉 此行 两遍 感叹 感动 尽量 早点 入园 慢慢 细细 看文创 雪糕 真是 太棒了 特别 喜欢 芒果 火龙果 味 膝盖 不好 比较 挑战 很多 台阶 需要 
1,挺 值得 
1,玩 开心 卢舍那 大佛 壮观 
1,导游 不错 玩得 挺 开心 
1,学生 挺 便宜 上边 景色 不错 稍微 有点 冷 建议 穿厚 点 
1,不错 一个 寺庙 面积 很大 
1,不错 人太多 
0,暑假 出游 白天 天气 比较 热 
0,卖香 太 
1,服务态度 不错 讲解 到位 
0,真多 
1,不错 错 
1,性价比 高 总体 超赞 有趣 好玩 抖音 看到 朋友 过去 景色 太美 可惜 第二道 索道 为主 关闭 景色 不错 
1,值得 一游该 景区 关帝 头颅 埋葬 之地 建筑 修 不错 庄严肃穆 游览 进一步 了解 历史 特别 民间 关帝 崇拜 更 深入 了解 
1,国家级 森林公园 国家级 自然保护区 国家级 旅游 景区 
1,棒 棒 
1,中国 著名 寺庙 历史悠久 典故 颇 多极 具 观赏价值 
1,春有 百花 秋有 月 夏有 凉风 冬有 雪 莫 闲事 心头 便是 人间 好时节 
1,很多 感受 中国 历史悠久 文化 
1,真是 一个 天然 氧吧 值得一看 
0,分值 潘 老师 出差 旅游 见 负责 导游 学识渊博 一个 环节 会 认真 讲解 洛阳龙门石窟 一定 找 携程 潘 老师 下雨 开心 高质量 小团 高质量 导游 
1,非常 震撼 
1,值得 推荐 
1,毕竟 世界 文化遗产 百闻不如一见 高铁 打车 十分钟 遗憾 一直 下雨 天气 冷 逛起来 特别 方便 基本 两个 小时 逛 完 
0,久负盛名 实在 内容 管理 
0,道路 拥堵 统一 景区 车辆 接驳 
1,关林庙 气势 带 儿子 喜欢 三国 
1,日出 超级 壮观 绝对 不会 后悔 
1,不错 景点 
1,真是太 震撼 
1,索道 电梯 轻松 游玩 花个 小时 纯 爬山 爬 一半 山 坐 索道 电梯 景色 优美 非常 值得 去一趟 第二天 孩子 山脚下 玩 一天 水 不想 走 
0,差评 景区 很多 套路 一级 索道 只到 中 天门 这块 没 说 搞了个 二级 索道 二级 索道 之后 走 几步 金顶 景区 搞了个 强制 十里 画廊 没错 那条 直通 金顶 路 封 强制 走 十里 画廊 走 十里 画廊 没什么 路上 搞 一系列 作 法子 说 不想 走 山路 攀岩 变着法 赚钱 不想 走 十里 画廊 索道 索道 那块标 六点 停运 想 停运 前 回来 金顶 全程 往返 坐 缆车 急赶 慢赶 直奔 金顶 一大早 起来 问题 洛阳 车程 干脆 住 山上 总体 全程 消费 无论是 主动 被动 最狗 车 停 停车场 收费 不停 其实 收费 离谱 山路 其实 修近 做 滑梯 额外收费 山路 其实 天下 山路 很多 搞 很多 承载量 很大 光大银行 门口 办卡 办 办理 票 喇叭 老君山 承载量 满 不要 找 黄牛 想 说 票 卖 光大银行 办卡办 黄牛 区别 景区 黄牛 垃圾 景点 
1,好几条 道别 走错 路 建议 坐中灵 索道 半山腰 一个半 小时 爬上去 慢悠悠 下来 坐中灵 索道 下山 完美 
1,老君山 道教 主流 全真 派 圣地 位于 河南省 洛阳市 栾川县 城 东南 三 公里 处 老君山 秦岭 余脉 八百里 伏牛山 主峰 海拔 高 达 余米 西周时期 因守藏 室史 李耳到 归隐 修炼 道教 尊 太上老君 唐太宗 易名 老君山 沿袭 
0,人超 卫生 差 
1,古老 寺庙 边上 新建 外国 佛寺 太强 
0,青云 志 拍摄地 耶去 小雨 景 不错 美 两段 缆车 坐 真爽 一览 众山 赶脚 山上 不知 云 雾 白茫茫 一片 建议 前加 老君山 微信 公众 号 会 优惠 讲解 总体 感觉 不错 
1,非常 喜欢 不错 不错 风景 张家界 媲美 
1,超棒 体验 洛阳 古迹 名不虚传 
1,冬天 登 老君山 别有 一番 风味 年龄 选择 车上 体验 不错 感觉 伏牛山 金顶 道观 群 震撼 道 思想 游览 认知 
1,香火 很旺 环境 不错 交通 方便 
1,景色 美 早晚 温差 景区 第一级 索道 两个 选择 中灵 索道 云景 索道 第二级 索道 目前 一个 峰林 索道 年轻人 上山 选择 攀岩 金顶 下山 选择 滑道 好玩 网络 购票 一定 山下 票务 中心 换票 自驾游 车是 开 景区 景区 消费 价格 算 合理 十里 画屏 景色 很美 值得 第二天 想 进山 第一天 下山 检票口 进行 指纹 登记 即可 
0,不愧 中原 第一 寺 挺 请 一个 导游 外面 乱 里面 商业 气息 浓 少些 会 更 清净 感觉 
0,有点 远 
1,超级 棒 性价比 没得说 
1,龙门石窟 我国 文化 瑰宝 世界 文化遗产 一定 好好 保护 龙门石窟 研究 更 更加 了解 历史 了解 佛教 
1,不错 挺 
1,非常 有名 寺庙 洛阳 必 打卡 之地 
1,夏夜 聆听 一次 马寺 钟声 荷花池 一会儿 乌龟 有意思 
1,非常 震撼 
1,白马寺 非常 不错 汉服 打卡 鼓楼 西侧 祖师 苑扎 推 聚集 身穿 汉服 游客 排队 打卡 位置 红墙 绿瓦 木栏 飞檐 门 草坪 竹林 红 睡莲 中国 传统 建筑 元素 白马寺 古色古香 身穿 汉服 拍 意境 更加 唯美 
1,潘导 讲解 非常 专业 涉及 领域 非常 广泛 不止 包括 讲解 基本 游览 信息 包含 历史 考古 博物馆学 多项 领域 博学 多识 逻辑思维 能力 强能 提出 问题 进行 解答 举一反三 优秀 体验 难以 言语 表达 龙门石窟 洛阳 博物馆 十分 推荐 参观 
